Account,Details,Date,Description,Type,Check or Slip #,Just Text,Sub Category,Primary Category,Vendor,Amount,Tax/Reason,Notes
Primary 5925,DEBIT,9/3/2021,CIRCLE K 05423 7796 CITRUS HEIGHT CA 09/03,DEBIT_CARD,,Circle K Citrus Height Ca,Gas,Auto,Circle K,$59.81,,
Primary 5925,DEBIT,9/2/2021,CHEVRON/H&S ENERGY PRO SACRAMENTO CA 574175 09/02,DEBIT_CARD,,Chevronh&S Energy Pro Sacramento Ca,Gas,Auto,Chevron,$6.47,,
Primary 5925,DEBIT,8/27/2021,CHEVRON 0370148 ROSEVILLE CA 08/26,DEBIT_CARD,,Chevronroseville Ca,Gas,Auto,Chevron,$100.00,,
Primary 5925,DEBIT,8/18/2021,SHELL SERVICE STATION ROSEVILLE CA 019838 08/18,DEBIT_CARD,,Shell Service Station Roseville Ca,Gas,Auto,Shell,$60.03,,
Primary 5925,DEBIT,8/10/2021,QUICKQUACK* #0701 WAS 188-87722792 CA 08/09,DEBIT_CARD,,Quickquack* Was Ca,Car Wash,Auto,QuickQuack,$8.99,,
Primary 5925,DEBIT,8/9/2021,CHEVRON 0307708 SACRAMENTO CA 08/06,DEBIT_CARD,,Chevronsacramento Ca,Gas,Auto,Chevron,$81.09,,
Primary 5925,DEBIT,8/6/2021,CHEVRON/H&S ENERGY PRO SACRAMENTO CA 708907 08/06,DEBIT_CARD,,Chevronh&S Energy Pro Sacramento Ca,Gas,Auto,Chevron,$6.07,,
Primary 5925,DEBIT,8/5/2021,ARCO#83815ARCO GALT CA 08/05,DEBIT_CARD,,Arco Arco Galt Ca,Gas,Auto,Arco,$55.33,,
Primary 5925,DEBIT,7/26/2021,CHEVRON 0210645 SACRAMENTO CA 07/24,DEBIT_CARD,,Chevronsacramento Ca,Gas,Auto,Chevron,$59.51,,
Primary 5925,DEBIT,7/23/2021,CHEVRON 0307708 SACRAMENTO CA 07/22,DEBIT_CARD,,Chevronsacramento Ca,Gas,Auto,Chevron,$72.75,,
Primary 5925,DEBIT,7/23/2021,CHEVRON 0307708 SACRAMENTO CA 07/22,DEBIT_CARD,,Chevronsacramento Ca,Gas,Auto,Chevron,$6.47,,
Primary 5925,DEBIT,7/19/2021,CHEVRON 0207436 WEST SACRAMEN CA 07/17,DEBIT_CARD,,Chevronwest Sacramen Ca,Gas,Auto,Chevron,$55.92,,
Primary 5925,DEBIT,6/15/2021,SHELL SERVICE STATION ROSEVILLE CA 014589 06/15,DEBIT_CARD,,Shell Service Station Roseville Ca,Gas,Auto,Shell,$56.62,,
Primary 5925,DEBIT,6/4/2021,CHEVRON 0307708 SACRAMENTO CA 06/03,DEBIT_CARD,,Chevronsacramento Ca,Gas,Auto,Chevron,$85.57,,
Primary 5925,DEBIT,6/3/2021,CHEVRON/H&S ENERGY PRO SACRAMENTO CA 360528 06/03,DEBIT_CARD,,Chevronh&S Energy Pro Sacramento Ca,Gas,Auto,Chevron,$8.46,,
Primary 5925,DEBIT,6/3/2021,ARCO#8382710 G ROSEVILLE CA 06/02,DEBIT_CARD,,Arco G Roseville Ca,Gas,Auto,Arco,$58.08,,
Primary 5925,DEBIT,6/1/2021,AUTOMOTIV AUTOMOTIVE S ROSEVILLE CA 06/01,DEBIT_CARD,,Automotiv Automotive S Roseville Ca,Service,Auto,ASR,$61.02,,
Primary 5925,DEBIT,5/24/2021,SHELL SERVICE STATION MURPHYS CA 066874 05/24,DEBIT_CARD,,Shell Service Station Murphys Ca,Gas,Auto,Shell,$39.95,,
Primary 5925,DEBIT,5/24/2021,CHEVRON 0204462 VALLEY SPRING CA 05/22,DEBIT_CARD,,Chevronvalley Spring Ca,Gas,Auto,Chevron,$46.88,,
Primary 5925,DEBIT,5/21/2021,CHEVRON 0370148 ROSEVILLE CA 05/20,DEBIT_CARD,,Chevronroseville Ca,Gas,Auto,Chevron,$76.12,,
Primary 5925,DEBIT,5/20/2021,LINVILLE BROS TIRE SACRAMENTO CA 05/20,DEBIT_CARD,,Linville Bros Tire Sacramento Ca,Tires,Auto,Linville Bros Tire,$134.85,,
Primary 5925,DEBIT,5/20/2021,CHEVRON 0355763 WOODLAND CA 05/19,DEBIT_CARD,,Chevronwoodland Ca,Gas,Auto,Chevron,$55.71,,
Primary 5925,DEBIT,5/17/2021,SHELL SERVICE STATION ROSEVILLE CA 013257 05/16,DEBIT_CARD,,Shell Service Station Roseville Ca,Gas,Auto,Shell,$58.03,,
Primary 5925,DEBIT,5/17/2021,CHEVRON 0093540 FAIR OAKS CA 05/15,DEBIT_CARD,,Chevronfair Oaks Ca,Gas,Auto,Chevron,$43.48,,
Primary 5925,DEBIT,5/17/2021,AUTOMOTIVE SERVICE OF R ROSEVILLE CA 05/14,DEBIT_CARD,,Automotive Service Of R Roseville Ca,Service,Auto,ASR,$8.25,,
Primary 5925,DEBIT,5/13/2021,SHELL SERVICE STATION EMIGRANT GAP CA540162 05/12,DEBIT_CARD,,Shell Service Station Emigrant Gap Ca,Gas,Auto,Shell,$5.18,,
Primary 5925,DEBIT,5/13/2021,SHELL SERVICE STATION EMIGRANT GAP CA039025 05/12,DEBIT_CARD,,Shell Service Station Emigrant Gap Ca,Gas,Auto,Shell,$43.30,,
Primary 5925,DEBIT,5/12/2021,SIERRA AUTO FAIR 916-708-7355 CA 05/11,DEBIT_CARD,,Sierra Auto Fair Ca,Listing Cost,Auto,Sierra Auto Fair,$89.00,,
Primary 5925,DEBIT,5/12/2021,AUTOMOTIV AUTOMOTIVE S ROSEVILLE CA 05/12,DEBIT_CARD,,Automotiv Automotive S Roseville Ca,Service,Auto,ASR,$95.21,,
Primary 5925,DEBIT,5/5/2021,BOBS CAR WASH ROSEVILLE CA 05/04,DEBIT_CARD,,Bobs Car Wash Roseville Ca,Car Wash,Auto,,$36.99,,
Primary 5925,DEBIT,4/26/2021,SHELL SERVICE STATION ROSEVILLE CA 015859 04/25,DEBIT_CARD,,Shell Service Station Roseville Ca,Gas,Auto,Shell,$85.00,,
Primary 5925,DEBIT,4/26/2021,CHEVRON 0207436 WEST SACRAMEN CA 04/25,DEBIT_CARD,,Chevronwest Sacramen Ca,Gas,Auto,Chevron,$34.68,,
Primary 5925,DEBIT,4/22/2021,QUICKQUACK* #0701 WAS 188-87722792 CA 04/21,DEBIT_CARD,,Quickquack* Was Ca,Car Wash,Auto,QuickQuack,$8.99,,
Primary 5925,DEBIT,4/20/2021,PASTOR'S VALERO CITRUS HEIGHT CA 014206 04/20,DEBIT_CARD,,Pastor S Valero Citrus Height Ca,Gas,Auto,Valero,$51.62,,
Primary 5925,DEBIT,4/15/2021,SHELL SERVICE STATION ROSEVILLE CA 014577 04/15,DEBIT_CARD,,Shell Service Station Roseville Ca,Gas,Auto,Shell,$25.35,,
Primary 5925,DEBIT,4/15/2021,CHEVRON/H&S ENERGY PRO SACRAMENTO CA 135057 04/15,DEBIT_CARD,,Chevronh&S Energy Pro Sacramento Ca,Gas,Auto,Chevron,$3.28,,
Primary 5925,DEBIT,4/9/2021,CHEVRON 0308316 ROSEVILLE CA 04/08,DEBIT_CARD,,Chevronroseville Ca,Gas,Auto,Chevron,$99.92,,
Primary 5925,DEBIT,4/8/2021,PILOT #879 SACREMENTO MS 270647 04/08,DEBIT_CARD,,Pilot Sacremento Ms,Gas,Auto,Pilot,$80.39,,
Primary 5925,DEBIT,4/8/2021,ARCO#07168ARCO GRANITE BAY CA 04/08,DEBIT_CARD,,Arco Arco Granite Bay Ca,Gas,Auto,Arco,$50.62,,
Primary 5925,DEBIT,4/1/2021,SHELL SERVICE STATION ROSEVILLE CA 455879 04/01,DEBIT_CARD,,Shell Service Station Roseville Ca,Gas,Auto,Shell,$6.61,,
Primary 5925,DEBIT,3/31/2021,ARCO#83555CAPUT SACRAMENTO CA 03/30,DEBIT_CARD,,Arco Caput Sacramento Ca,Gas,Auto,Arco,$50.18,,
Primary 5925,DEBIT,3/26/2021,SHELL OIL 57442929006 ROSEVILLE CA 03/25,DEBIT_CARD,,Shell Oilroseville Ca,Gas,Auto,Shell,$7.43,,
Primary 5925,DEBIT,3/18/2021,SHELL SERVICE STATION ROSEVILLE CA 551727 03/18,DEBIT_CARD,,Shell Service Station Roseville Ca,Gas,Auto,Shell,$7.73,,
Primary 5925,DEBIT,3/18/2021,SHELL SERVICE STATION ROSEVILLE CA 039852 03/18,DEBIT_CARD,,Shell Service Station Roseville Ca,Gas,Auto,Shell,$53.56,,
Primary 5925,DEBIT,3/15/2021,SHELL OIL 57442929006 ROSEVILLE CA 03/14,DEBIT_CARD,,Shell Oilroseville Ca,Gas,Auto,Shell,$1.29,,
Primary 5925,DEBIT,3/12/2021,SHELL OIL 57442929006 ROSEVILLE CA 03/11,DEBIT_CARD,,Shell Oilroseville Ca,Gas,Auto,Shell,$6.73,,
Primary 5925,DEBIT,3/12/2021,AUTOMOTIV AUTOMOTIVE S ROSEVILLE CA 03/12,DEBIT_CARD,,Automotiv Automotive S Roseville Ca,Service,Auto,ASR,$50.00,,
Primary 5925,DEBIT,3/11/2021,SAFEWAY FUEL1899 ROSEVILLE CA 038282 03/10,DEBIT_CARD,,Safeway Fuel Roseville Ca,Gas,Auto,Safeway,$73.86,,
Primary 5925,DEBIT,3/5/2021,SHELL OIL 57442929006 ROSEVILLE CA 03/04,DEBIT_CARD,,Shell Oilroseville Ca,Gas,Auto,Shell,$8.03,,
Primary 5925,DEBIT,3/3/2021,SHELL SERVICE STATION ROSEVILLE CA 024008 03/03,DEBIT_CARD,,Shell Service Station Roseville Ca,Gas,Auto,Shell,$49.17,,
Primary 5925,DEBIT,3/1/2021,SHELL OIL 57442929006 ROSEVILLE CA 02/25,DEBIT_CARD,,Shell Oilroseville Ca,Gas,Auto,Shell,$6.73,,
Primary 5925,DEBIT,2/22/2021,SHELL SERVICE STATION ROSEVILLE CA 064891 02/21,DEBIT_CARD,,Shell Service Station Roseville Ca,Gas,Auto,Shell,$40.22,,
Primary 5925,DEBIT,2/19/2021,SHELL OIL 57442929006 ROSEVILLE CA 02/18,DEBIT_CARD,,Shell Oilroseville Ca,Gas,Auto,Shell,$4.74,,
Primary 5925,DEBIT,2/18/2021,SHELL SERVICE STATION ROSEVILLE CA 087383 02/18,DEBIT_CARD,,Shell Service Station Roseville Ca,Gas,Auto,Shell,$43.75,,
Primary 5925,DEBIT,2/11/2021,SHELL SERVICE STATION SACRAMENTO CA 059298 02/11,DEBIT_CARD,,Shell Service Station Sacramento Ca,Gas,Auto,Shell,$46.18,,
Primary 5925,DEBIT,2/11/2021,SHELL SERVICE STATION ROSEVILLE CA 460870 02/11,DEBIT_CARD,,Shell Service Station Roseville Ca,Gas,Auto,Shell,$5.74,,
Primary 5925,DEBIT,2/8/2021,"CHEVRON/RANA HWY 80, L ROSEVILLE CA 088700 02/07",DEBIT_CARD,,"Chevronrana Hwy , L Roseville Ca",Gas,Auto,Chevron,$79.78,,
Primary 5925,DEBIT,2/5/2021,SHELL SERVICE STATIO SAN FRANCISCO CA066573 02/05,DEBIT_CARD,,Shell Service Statio San Francisco Ca,Gas,Auto,Shell,$40.18,,
Primary 5925,DEBIT,2/5/2021,SHELL OIL 57442929006 ROSEVILLE CA 02/04,DEBIT_CARD,,Shell Oilroseville Ca,Gas,Auto,Shell,$5.74,,
Primary 5925,DEBIT,2/5/2021,QUICKQUACK* #0701 WAS 188-87722792 CA 02/04,DEBIT_CARD,,Quickquack* Was Ca,Car Wash,Auto,QuickQuack,$8.99,,
Primary 5925,DEBIT,2/1/2021,SHELL SERVICE STATION ROSEVILLE CA 047589 01/30,DEBIT_CARD,,Shell Service Station Roseville Ca,Gas,Auto,Shell,$46.53,,
Primary 5925,DEBIT,2/1/2021,CHEVRON 0207436 WEST SACRAMEN CA 01/31,DEBIT_CARD,,Chevronwest Sacramen Ca,Gas,Auto,Chevron,$24.35,,
Primary 5925,DEBIT,1/29/2021,SHELL OIL 57442929006 ROSEVILLE CA 01/28,DEBIT_CARD,,Shell Oilroseville Ca,Gas,Auto,Shell,$8.03,,
Primary 5925,DEBIT,1/19/2021,SHELL SERVICE STATION ROSEVILLE CA 006701 01/19,DEBIT_CARD,,Shell Service Station Roseville Ca,Gas,Auto,Shell,$43.23,,
Primary 5925,DEBIT,1/14/2021,SHELL SERVICE STATION ROSEVILLE CA 043557 01/14,DEBIT_CARD,,Shell Service Station Roseville Ca,Gas,Auto,Shell,$79.29,,
Primary 5925,DEBIT,1/11/2021,SHELL SERVICE STATIO CITRUS HEIGHT CA014213 01/11,DEBIT_CARD,,Shell Service Statio Citrus Height Ca,Gas,Auto,Shell,$40.00,,
Primary 5925,DEBIT,7/20/2021,UBAMBOOKS 800-475-4522 OK 07/20,DEBIT_CARD,,Ubambooks Ok,Kids,Books,Ubams,$24.17,,
Bills 7129,DEBIT,11/15/2021,GEICO PREM COLL PPD ID: 3530075853,ACH_DEBIT,,Geicoprem Collppd Id,Auto,Car Insurance,Geico,$118.39,,
Bills 7129,DEBIT,10/14/2021,GEICO PREM COLL PPD ID: 3530075853,ACH_DEBIT,,Geicoprem Collppd Id,Auto,Car Insurance,Geico,$732.46,,
Bills 7129,CREDIT,5/24/2021,GEICO EFT REFUND PPD ID: 4530075853,ACH_CREDIT,,Geicoeft Refund Ppd Id,Auto,Car Insurance,Geico,$50.30,,
Bills 7129,DEBIT,4/14/2021,GEICO PREM COLL PPD ID: 3530075853,ACH_DEBIT,,Geicoprem Collppd Id,Auto,Car Insurance,Geico,$659.94,,
Primary 5925,DEBIT,8/12/2021,BRANCHBASICS.COM HTTPSBRANCHBA MN 08/12,DEBIT_CARD,,Branchbasics Com Httpsbranchba Mn,Household,Cleaning,BranchBasics,$47.52,,
Primary 5925,DEBIT,4/12/2021,BRANCHBASICS.COM HTTPSBRANCHBA MN 04/12,DEBIT_CARD,,Branchbasics Com Httpsbranchba Mn,Household,Cleaning,BranchBasics,$47.52,,
Bills 7129,DEBIT,12/24/2021,CHASE CREDIT CRD AUTOPAY PPD ID: 4760039224,ACH_DEBIT,,Chase Credit Crd Autopayppd Id,Auto-Pay,Credit Card Pay,Chase,$348.72,,
Bills 7129,DEBIT,11/26/2021,CHASE CREDIT CRD AUTOPAY PPD ID: 4760039224,ACH_DEBIT,,Chase Credit Crd Autopayppd Id,Auto-Pay,Credit Card Pay,Chase,$396.96,,
Bills 7129,DEBIT,9/8/2021,Payment to Chase card ending in 7592 09/08,ACCT_XFER,,Payment To Chase Card Ending In,United Airlines CC,Credit Card Pay,Chase,$95.00,,
Bills 7129,DEBIT,7/21/2021,BARCLAYCARD US CREDITCARD 802776834 WEB ID: 2510407970,ACH_DEBIT,,Barclaycard Us Creditcardweb Id,Barclaycard US,Credit Card Pay,Barclay,$11.99,,
Bills 7129,DEBIT,4/16/2021,Payment to Chase card ending in 7592 04/16,ACCT_XFER,,Payment To Chase Card Ending In,United Airlines CC,Credit Card Pay,Chase,$541.43,,
Bills 7129,DEBIT,4/12/2021,Payment to Chase card ending in 7592 04/12,ACCT_XFER,,Payment To Chase Card Ending In,United Airlines CC,Credit Card Pay,Chase,$264.93,,
Bills 7129,DEBIT,3/4/2021,Payment to Chase card ending in 7592 03/04,ACCT_XFER,,Payment To Chase Card Ending In,United Airlines CC,Credit Card Pay,Chase,$80.00,,
Business 7060,DEBIT,12/9/2021,BARCLAYCARD US CREDITCARD 833402386 WEB ID: 2510407970,ACH_DEBIT,,Barclaycard Us Creditcardweb Id,Barclaycard US,Credit Card Pay,Barclay,$198.00,,
Business 7060,DEBIT,12/9/2021,BARCLAYCARD US CREDITCARD 833402278 WEB ID: 2510407970,ACH_DEBIT,,Barclaycard Us Creditcardweb Id,Barclaycard US,Credit Card Pay,Barclay,"$3,817.00",,
Business 7060,DEBIT,7/21/2021,CITI CARD ONLINE PAYMENT 430488823402208 WEB ID: CITICTP,ACH_DEBIT,,Citi Card Online Payment Web Id Citictp,Citi Online Payment,Credit Card Pay,Citi,"$4,493.23",,
Business 7060,DEBIT,7/21/2021,BARCLAYCARD US CREDITCARD 802776737 WEB ID: 2510407970,ACH_DEBIT,,Barclaycard Us Creditcardweb Id,Barclaycard US,Credit Card Pay,Barclay,$128.84,,
Business 7060,DEBIT,7/19/2021,Payment to Chase card ending in 6488 07/19,ACCT_XFER,,Payment To Chase Card Ending In,100K Card,Credit Card Pay,Chase,$48.48,,
Business 7060,DEBIT,6/9/2021,BARCLAYCARD US CREDITCARD 794020614 WEB ID: 2510407970,ACH_DEBIT,,Barclaycard Us Creditcardweb Id,Barclaycard US,Credit Card Pay,Barclay,$448.44,,
Business 7060,DEBIT,6/8/2021,Payment to Chase card ending in 6488 06/08,ACCT_XFER,,Payment To Chase Card Ending In,100K Card,Credit Card Pay,Chase,$263.84,,
Business 7060,DEBIT,4/28/2021,Payment to Chase card ending in 1664 04/28,ACCT_XFER,,Payment To Chase Card Ending In,Amazon Card,Credit Card Pay,Chase,$59.26,,
Business 7060,DEBIT,4/20/2021,CITI CARD ONLINE PAYMENT 430409472116520 WEB ID: CITICTP,ACH_DEBIT,,Citi Card Online Payment Web Id Citictp,Citi Online Payment,Credit Card Pay,Citi,$99.00,,
Business 7060,DEBIT,4/13/2021,BARCLAYCARD US CREDITCARD 782133492 WEB ID: 2510407970,ACH_DEBIT,,Barclaycard Us Creditcardweb Id,Barclaycard US,Credit Card Pay,Barclay,"$1,195.37",,
Business 7060,DEBIT,3/5/2021,BARCLAYCARD US CREDITCARD 773915885 WEB ID: 2510407970,ACH_DEBIT,,Barclaycard Us Creditcardweb Id,Barclaycard US,Credit Card Pay,Barclay,$205.00,,
Primary 5925,DEBIT,8/11/2021,CITI CARD ONLINE PAYMENT 420506998576752 WEB ID: CITICTP,ACH_DEBIT,,Citi Card Online Payment Web Id Citictp,Credit Card Pay,Credit Card Pay,Citi,$27.37,,
Primary 5925,DEBIT,1/19/2021,DOUGLAS DENTAL & ORTHOD ROSEVILLE CA 01/14,DEBIT_CARD,,Douglas Dental & Orthod Roseville Ca,Medical,Dental,Douglas Dental,$33.15,,
Primary 5925,DEBIT,12/15/2021,ROSEVILLE KIDS DENTIST ROSEVILLE CA 12/14,DEBIT_CARD,,Roseville Kids Dentist Roseville Ca,Medical,Dentist,Kids,$37.00,,
Savings 1094,DSLIP,12/6/2021,REMOTE ONLINE DEPOSIT # 1,CHECK_DEPOSIT,1,Remote Online Deposit,Check,Deposit,,$204.00,,
Savings 1094,DSLIP,9/13/2021,REMOTE ONLINE DEPOSIT # 1,CHECK_DEPOSIT,1,Remote Online Deposit,Check,Deposit,,$144.00,,
Savings 1094,DSLIP,8/16/2021,REMOTE ONLINE DEPOSIT # 1,CHECK_DEPOSIT,1,Remote Online Deposit,Check,Deposit,,"$1,500.00",,
Savings 1094,DSLIP,6/18/2021,REMOTE ONLINE DEPOSIT # 1,CHECK_DEPOSIT,1,Remote Online Deposit,Check,Deposit,,$750.00,,
Savings 1094,DSLIP,4/12/2021,REMOTE ONLINE DEPOSIT # 1,CHECK_DEPOSIT,1,Remote Online Deposit,Check,Deposit,,$100.00,,
Savings 1094,DSLIP,3/29/2021,REMOTE ONLINE DEPOSIT # 1,CHECK_DEPOSIT,1,Remote Online Deposit,Check,Deposit,,$40.00,,
Savings 1094,DSLIP,3/29/2021,REMOTE ONLINE DEPOSIT # 1,CHECK_DEPOSIT,1,Remote Online Deposit,Check,Deposit,,$50.00,,
Savings 1094,DSLIP,3/29/2021,REMOTE ONLINE DEPOSIT # 1,CHECK_DEPOSIT,1,Remote Online Deposit,Check,Deposit,,$50.00,,
Business 7060,DSLIP,2/1/2021,REMOTE ONLINE DEPOSIT # 1,CHECK_DEPOSIT,1,Remote Online Deposit,Deposit,Downpayment,,"$12,500.00",,
Business 7060,DSLIP,2/1/2021,REMOTE ONLINE DEPOSIT # 1,CHECK_DEPOSIT,1,Remote Online Deposit,Deposit,Downpayment,,"$12,500.00",,
Primary 5925,DEBIT,9/7/2021,WEST WIND DRIVE-INS 415-448-8500 CA 09/06,DEBIT_CARD,,West Wind Drive Ins Ca,Entertainment,Drive in Movie,West Wind,$19.50,,
Primary 5925,CREDIT,11/8/2021,Digit.co Bonus PPD ID: 5461730710,ACH_CREDIT,,Digit Co Bonusppd Id,Digit,Earnings,Digit,$0.63,,
Primary 5925,CREDIT,8/6/2021,Digit.co Bonus PPD ID: 5461730710,ACH_CREDIT,,Digit Co Bonusppd Id,Digit,Earnings,Digit,$0.45,,
Primary 5925,CREDIT,5/6/2021,Digit.co Bonus PPD ID: 5461730710,ACH_CREDIT,,Digit Co Bonusppd Id,Digit,Earnings,Digit,$0.36,,
Primary 5925,CREDIT,2/8/2021,Digit.co Bonus PPD ID: 5461730710,ACH_CREDIT,,Digit Co Bonusppd Id,Digit,Earnings,Digit,$0.30,,
Primary 5925,DEBIT,9/17/2021,Steam Purchase 425-9522985 WA 09/17,DEBIT_CARD,,Steam Purchase Wa,Games,Entertainment,Steam,$23.96,,
Primary 5925,DEBIT,9/10/2021,ACT*rec-cityofrosevill 866-5610647 CA 09/10,DEBIT_CARD,,Act*Rec Cityofrosevill Ca,Entertainment,Entertainment,,$60.00,,
Primary 5925,DEBIT,4/21/2021,BUSYKIDS PLAYTOWN FOLSOM CA 04/20,DEBIT_CARD,,Busykids Playtown Folsom Ca,Entertainment,Entertainment,Entertainment,$28.53,,
Primary 5925,DEBIT,4/5/2021,TRICKS GYMNASTICS DANC 916-7822427 CA 04/01,DEBIT_CARD,,Tricks Gymnastics Danc Ca,Kids,Entertainment,Tricks Gymnastics,$92.00,,
Primary 5925,DEBIT,3/15/2021,JURASSIC QUEST SHOW 2 281-450-9649 TX 03/13,DEBIT_CARD,,Jurassic Quest Show Tx,Jurassic Quest,Entertainment,Jurassic Quest,$42.25,,
Primary 5925,DEBIT,3/3/2021,TRICKS GYMNASTICS DANC 916-7822427 CA 03/01,DEBIT_CARD,,Tricks Gymnastics Danc Ca,Kids,Entertainment,Tricks Gymnastics,$92.00,,
Primary 5925,DEBIT,2/3/2021,TRICKS GYMNASTICS DANC 916-7822427 CA 02/02,DEBIT_CARD,,Tricks Gymnastics Danc Ca,Kids,Entertainment,Tricks Gymnastics,$85.00,,
Primary 5925,DEBIT,1/25/2021,TRICKS GYMNASTICS DANC 916-7822427 CA 01/22,DEBIT_CARD,,Tricks Gymnastics Danc Ca,Kids,Entertainment,Tricks Gymnastics,$42.50,,
Primary 5925,DEBIT,1/19/2021,SACRAMENTO ZOOLOGICAL S SACRAMENTO CA 01/15,DEBIT_CARD,,Sacramento Zoological S Sacramento Ca,Zoo,Entertainment,Zoo,$5.00,,
Primary 5925,DEBIT,10/18/2021,NON-CHASE ATM FEE-WITH,FEE_TRANSACTION,,Non Chase Atm Fee With,ATM,Fee,ATM Fee,$2.50,,
Primary 5925,DEBIT,6/28/2021,NON-CHASE ATM FEE-WITH,FEE_TRANSACTION,,Non Chase Atm Fee With,ATM,Fee,ATM Fee,$2.50,,
Primary 5925,DEBIT,3/8/2021,NON-CHASE ATM FEE-WITH,FEE_TRANSACTION,,Non Chase Atm Fee With,ATM,Fee,ATM Fee,$2.50,,
Primary 5925,DEBIT,3/8/2021,NON-CHASE ATM FEE-WITH,FEE_TRANSACTION,,Non Chase Atm Fee With,ATM,Fee,ATM Fee,$2.50,,
Primary 5925,DEBIT,12/24/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 161618 12/23,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$13.59,,
Primary 5925,DEBIT,12/22/2021,RALEY S #227 1915 DOUG ROSEVILLE CA 059834 12/22,DEBIT_CARD,,Raley S Doug Roseville Ca,Groceries,Food,Raley,$124.23,,
Primary 5925,DEBIT,12/22/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 354772 12/22,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$70.87,,
Primary 5925,DEBIT,12/20/2021,SAVEMART#600 AU AUBURN CA 12/18,DEBIT_CARD,,Savemart Au Auburn Ca,Groceries,Food,Savemart,$41.95,,
Primary 5925,DEBIT,12/16/2021,FOOD AT* GARCIAS menufy.com KS 12/16,DEBIT_CARD,,Food At* Garcias Menufy Com Ks,Groceries,Food,,$59.21,,
Primary 5925,DEBIT,12/15/2021,ROSEVILLE GROCE ROSEVILLE CA 12/15,DEBIT_CARD,,Roseville Groce Roseville Ca,Groceries,Food,Grocery Outlet,$190.05,,
Primary 5925,DEBIT,12/15/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 027817 12/15,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$98.75,,
Primary 5925,DEBIT,12/13/2021,WM SUPERC Wal-Mart Sup ROSEVILLE CA 12/13,DEBIT_CARD,,Wm Superc Wal Mart Sup Roseville Ca,Groceries,Food,Wal Mart,$47.30,,
Primary 5925,DEBIT,12/13/2021,SAFEWAY #1899 ROSEVILLE CA 12/12,DEBIT_CARD,,Safeway Roseville Ca,Groceries,Food,Safeway,$57.99,,
Primary 5925,DEBIT,12/6/2021,SAFEWAY #1899 ROSEVILLE CA 822320 12/06,DEBIT_CARD,,Safeway Roseville Ca,Groceries,Food,Safeway,$174.12,,
Primary 5925,DEBIT,12/6/2021,ROSEVILLE GROCE ROSEVILLE CA 12/04,DEBIT_CARD,,Roseville Groce Roseville Ca,Groceries,Food,Grocery Outlet,$236.13,,
Primary 5925,DEBIT,12/2/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 314876 12/02,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$64.98,,
Primary 5925,DEBIT,11/29/2021,ROSEVILLE GROCE ROSEVILLE CA 11/28,DEBIT_CARD,,Roseville Groce Roseville Ca,Groceries,Food,Grocery Outlet,$265.50,,
Primary 5925,DEBIT,11/26/2021,SAVE MART#614PL PLACERVILLE CA 11/26,DEBIT_CARD,,Save Mart Pl Placerville Ca,Groceries,Food,Savemart,$79.21,,
Primary 5925,DEBIT,11/23/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 343405 11/23,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$44.17,,
Primary 5925,DEBIT,11/22/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 342019 11/20,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$72.76,,
Primary 5925,DEBIT,11/17/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 11/16 Purchase $56.90 Cash Back $30.00,DEBIT_CARD,,Bel Air Sunr Roseville Ca Purchase $ Cash Back $,Groceries,Food,Bel Air,$86.90,,
Primary 5925,DEBIT,11/15/2021,SAFEWAY #1899 ROSEVILLE CA 402354 11/12,DEBIT_CARD,,Safeway Roseville Ca,Groceries,Food,Safeway,$21.11,,
Primary 5925,DEBIT,11/12/2021,ROSEVILLE GROCE ROSEVILLE CA 11/12,DEBIT_CARD,,Roseville Groce Roseville Ca,Groceries,Food,Grocery Outlet,$311.92,,
Primary 5925,DEBIT,11/5/2021,RALEY S #227 1915 DOUG ROSEVILLE CA 11/05 Purchase $21.06 Cash Back $60.00,DEBIT_CARD,,Raley S Doug Roseville Ca Purchase $ Cash Back $,Groceries,Food,Raley,$81.06,,
Primary 5925,DEBIT,11/4/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 945319 11/03,DEBIT_CARD,,Bel Air Sunr Roseville Ca,Groceries,Food,Bel Air,$37.05,,
Primary 5925,DEBIT,11/3/2021,BEL AIR #509 1039 SUNR ROSEVILLE CA 11/03 Purchase $46.48 Cash Back $30.00,DEBIT_CARD,,Bel Air Sunr Roseville Ca Purchase $ Cash Back $,Groceries,Food,Bel Air,$76.48,,
